artist,song,duration_ms,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
Fleetwood Mac,Dreams - 2004 Remaster,257800,1977,84,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,Rock
Foo Fighters,Everlong,250547,1997,81,0.413,0.881,11,-5.541,0,0.0367,5.99E-05,0.000308,0.0805,0.364,158.066,Rock
Joan Jett & the Blackhearts,I Love Rock 'N Roll,175173,1981,77,0.535,0.716,4,-5.025,1,0.0431,0.326,0,0.659,0.901,94.379,Rock
Kansas,Dust in the Wind,206267,1905,79,0.475,0.322,7,-10.687,1,0.0283,0.367,0.00056,0.11,0.387,93.503,Rock
Pink Floyd,"Another Brick in the Wall, Pt. 2",238747,1979,74,0.693,0.394,0,-15.882,1,0.0428,0.0782,0.000694,0.247,0.721,104.114,Rock
Bon Jovi,Runaway,230667,1984,72,0.475,0.899,9,-4.321,0,0.0637,0.00375,1.91E-05,0.14,0.603,152.445,Rock
Green Day,Basket Case,181533,1994,80,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71E-06,0.091,0.781,85.064,Rock
Red Hot Chili Peppers,Under the Bridge,264307,1991,82,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,Rock
Billy Idol,White Wedding - Pt. 1,252200,1982,70,0.673,0.814,9,-5.411,1,0.0367,0.0134,0.00293,0.343,0.728,147.193,Rock
AC/DC,You Shook Me All Night Long,210173,1980,81,0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,Rock
The Rolling Stones,(I Can't Get No) Satisfaction - Mono Version,222813,1965,76,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,Rock
David Bowie,Starman - 2012 Remaster,254293,1972,76,0.486,0.449,5,-10.298,1,0.0267,0.166,2.23E-06,0.54,0.549,100.456,Rock
Led Zeppelin,Whole Lotta Love - 1990 Remaster,333893,1969,72,0.412,0.902,9,-11.6,1,0.405,0.0484,0.131,0.405,0.422,89.74,Rock
The Doors,Riders on the Storm,434720,1971,70,0.55,0.722,11,-11.729,0,0.0283,0.25,0.0129,0.11,0.716,103.886,Rock
Pearl Jam,Even Flow,292581,1991,77,0.394,0.944,10,-6.506,0,0.0761,0.00178,4.54E-06,0.298,0.265,105.338,Rock
Bruce Springsteen,Born in the U.S.A.,278680,1984,72,0.398,0.952,4,-6.042,1,0.061,0.000373,7.75E-05,0.1,0.584,122.093,Rock
The Verve,Bitter Sweet Symphony - Remastered 2016,357267,1997,79,0.356,0.917,9,-6.006,1,0.0479,0.0335,0,0.406,0.518,171.176,Rock
Guns N' Roses,Don't Cry (Original),283733,1991,75,0.455,0.589,11,-8.64,1,0.0328,0.00184,0.00358,0.104,0.254,124.634,Rock
Jimi Hendrix,All Along the Watchtower,240800,1968,72,0.438,0.805,8,-6.237,1,0.0624,0.00255,5.69E-05,0.0842,0.564,113.253,Rock
Phil Collins,In The Air Tonight - 2015 Remastered,336453,1981,76,0.446,0.239,0,-13.945,1,0.0316,0.551,4.10E-06,0.0697,0.298,189.507,Rock
Talking Heads,Psycho Killer - 2005 Remaster,261413,1977,76,0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,Rock
Lenny Kravitz,Are You Gonna Go My Way,211933,1993,71,0.619,0.67,11,-10.322,0,0.0353,0.00165,0.0109,0.331,0.777,129.269,Rock
Metallica,Master of Puppets (Remastered),515387,1986,70,0.539,0.828,4,-9.108,0,0.035,0.00067,0.421,0.154,0.562,105.25,Rock
Fleetwood Mac,Everywhere - 2017 Remaster,226653,1987,79,0.73,0.487,4,-10.991,1,0.0303,0.258,0.01,0.0852,0.731,114.965,Rock
Creedence Clearwater Revival,Have You Ever Seen The Rain,160133,1970,84,0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28E-05,0.133,0.774,116.109,Rock
The Cars,Just What I Needed,225627,1978,69,0.62,0.579,4,-9.307,1,0.0473,0.0152,6.40E-05,0.0858,0.691,127.215,Rock
Nirvana,Smells Like Teen Spirit,301920,1991,76,0.502,0.912,1,-4.556,1,0.0564,2.55E-05,0.000173,0.106,0.72,116.761,Rock
Rage Against The Machine,Killing In The Name,313573,1905,78,0.466,0.833,7,-4.215,1,0.304,0.0266,0,0.0327,0.661,88.785,Rock
The Beatles,Come Together - Remastered 2009,259947,1969,75,0.53,0.376,9,-11.913,0,0.04,0.0304,0.247,0.0926,0.188,164.775,Rock
Kansas,Carry on Wayward Son,323000,1905,73,0.482,0.786,7,-5.735,1,0.032,0.00321,8.88E-05,0.446,0.793,126.755,Rock
Blur,Song 2 - 2012 Remaster,121160,1997,78,0.674,0.789,8,-6.903,1,0.0676,0.00178,0.00708,0.0753,0.918,129.802,Rock
Pixies,Where Is My Mind? - 2007 Remaster,234973,1988,76,0.519,0.441,4,-14.178,1,0.0353,0.0204,0.000453,0.076,0.25,81.334,Rock
The Clash,Should I Stay or Should I Go - Remastered,188987,1905,80,0.743,0.836,2,-6.465,1,0.116,0.0804,0,0.384,0.82,113.375,Rock
Queen,Another One Bites The Dust - Remastered 2011,214653,1980,71,0.932,0.528,5,-6.472,0,0.161,0.115,0.329,0.163,0.757,109.975,Rock
Muse,Uprising,304840,2009,75,0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.117,0.411,128.019,Rock
Buffalo Springfield,For What It's Worth,153693,1966,76,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,Rock
Van Halen,You Really Got Me - 2015 Remaster,156147,1978,68,0.454,0.946,1,-5.978,0,0.13,0.0223,0,0.173,0.647,138.18,Rock
Soundgarden,Black Hole Sun,318587,1994,76,0.35,0.828,6,-5.373,1,0.041,0.000217,0.000161,0.0774,0.147,105.435,Rock
Santana,Black Magic Woman - Single Version,196467,1994,70,0.489,0.349,2,-14.295,0,0.0323,0.676,0.0789,0.0866,0.622,124.348,Rock
Lenny Kravitz,Fly Away,221333,1998,73,0.587,0.872,7,-5.066,1,0.0484,0.018,0,0.622,0.735,159.925,Rock
The Police,Message In A Bottle,290280,1979,75,0.577,0.808,1,-7.04,0,0.039,0.0338,1.33E-05,0.221,0.869,151.008,Rock
David Bowie,Heroes - 2017 Remaster,371413,1905,72,0.489,0.758,7,-6.491,1,0.0297,0.000678,0.49,0.092,0.435,112.113,Rock
Led Zeppelin,Immigrant Song - Remaster,146250,1905,75,0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,Rock
Electric Light Orchestra,Mr. Blue Sky,303373,1905,76,0.388,0.338,10,-10.054,1,0.0329,0.652,3.73E-06,0.248,0.478,177.765,Rock
AC/DC,Back In Black,255493,1980,83,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,Rock
Heart,Barracuda,261933,1977,74,0.548,0.691,4,-13.553,0,0.0369,0.015,0.106,0.144,0.667,137.145,Rock
Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",281613,1972,79,0.601,0.532,10,-9.119,1,0.0286,0.433,5.95E-06,0.0925,0.342,136.576,Rock
Nirvana,Heart-Shaped Box,281160,1993,79,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,Rock
Eagles,Life in the Fast Lane - 2013 Remaster,286220,1976,68,0.667,0.755,9,-7.246,1,0.069,0.0966,6.94E-05,0.0523,0.883,109.535,Rock
TOTO,Africa,295893,1982,83,0.671,0.373,9,-18.064,1,0.0323,0.257,8.01E-05,0.0481,0.732,92.718,Rock
Blue Öyster Cult,(Don't Fear) The Reaper,308120,1905,75,0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000208,0.297,0.385,141.466,Rock
The Smashing Pumpkins,1979 - Remastered 2012,266200,1905,77,0.767,0.787,3,-9.897,1,0.0331,0.0163,0.583,0.0513,0.964,126.879,Rock
Pink Floyd,Comfortably Numb,382297,1979,71,0.472,0.366,11,-12.595,0,0.0286,0.15,0.312,0.0837,0.171,127.163,Rock
Led Zeppelin,Black Dog - Remaster,295387,1971,69,0.437,0.864,4,-7.842,0,0.0904,0.396,0.0314,0.242,0.749,81.394,Rock
Queens of the Stone Age,No One Knows,278747,2002,69,0.509,0.584,0,-4.907,1,0.057,0.0368,9.96E-05,0.384,0.685,170.411,Rock
The Doobie Brothers,Long Train Runnin',207267,1905,69,0.575,0.912,7,-7.275,0,0.0393,0.0916,0.00211,0.0562,0.843,117.399,Rock
Beck,Loser,235000,1994,69,0.654,0.611,2,-10.45,1,0.119,0.0337,0.000178,0.405,0.786,85.387,Rock
Don McLean,American Pie,516893,1905,74,0.529,0.482,4,-11.709,0,0.0599,0.7,0,0.0842,0.492,138.453,Rock
The Police,Roxanne,191947,1978,77,0.618,0.748,0,-8.905,1,0.358,0.0384,4.10E-06,0.0473,0.663,134.114,Rock
The Knack,My Sharona,295400,1979,69,0.586,0.7,0,-9.558,1,0.0363,0.0589,0.00125,0.0318,0.897,147.245,Rock
Lou Reed,Walk On the Wild Side,254173,1972,74,0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,Rock
Thin Lizzy,The Boys Are Back In Town,266720,1905,70,0.445,0.706,8,-9.803,1,0.0461,0.234,0.000252,0.205,0.768,80.823,Rock
AC/DC,Highway to Hell,208400,1979,84,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,Rock
Billy Joel,Vienna,214240,1905,79,0.532,0.495,10,-6.662,1,0.0343,0.659,0,0.0754,0.308,124.936,Rock
Pearl Jam,Alive,340907,1991,73,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,Rock
Tina Turner,The Best,329800,1989,69,0.662,0.737,0,-9.54,1,0.0296,0.108,0.0191,0.119,0.744,103.867,Rock
Red Hot Chili Peppers,Give It Away,282907,1991,72,0.666,0.936,7,-9.919,1,0.0476,0.00244,0.086,0.153,0.776,91.577,Rock
Green Day,Good Riddance (Time of Your Life),153467,1997,79,0.475,0.432,7,-7.844,1,0.0302,0.183,0,0.161,0.648,94.605,Rock
Don Henley,The Boys Of Summer,288733,1984,73,0.516,0.549,6,-13.741,1,0.0373,0.501,0.00572,0.184,0.907,176.941,Rock
The Doors,Break on Through (To the Other Side),145867,1967,72,0.421,0.751,9,-9.584,1,0.0472,0.2,0,0.17,0.789,89.839,Rock
Beastie Boys,Sabotage,178440,1994,71,0.324,0.938,6,-7.332,0,0.102,0.032,0.0321,0.0961,0.543,168.131,Rock
Def Leppard,Pour Some Sugar On Me - Remastered 2017,267307,1987,72,0.267,0.953,1,-4.899,0,0.096,0.00211,0,0.283,0.568,84.989,Rock
Foo Fighters,Learn to Fly,235293,1999,73,0.465,0.919,4,-4.025,1,0.0408,1.83E-05,2.07E-05,0.262,0.537,135.997,Rock
Pat Benatar,Hit Me With Your Best Shot,171267,1980,70,0.741,0.58,4,-9.05,1,0.0304,0.117,3.61E-05,0.212,0.944,127.402,Rock
The Smashing Pumpkins,Bullet With Butterfly Wings - Remastered 2012,258467,1905,73,0.404,0.72,10,-9.18,0,0.0623,5.59E-05,0.836,0.0466,0.475,121.864,Rock
Stone Temple Pilots,Interstate Love Song - 2019 Remaster,194853,1994,72,0.215,0.927,9,-7.327,1,0.0452,0.000273,0.00661,0.126,0.49,170.814,Rock
The Clash,London Calling - Remastered,200480,1905,70,0.651,0.801,0,-7.34,1,0.0514,0.123,0,0.0825,0.776,133.769,Rock
Pink Floyd,Wish You Were Here,334744,1975,75,0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.861,Rock
Tom Petty,Free Fallin',256000,1989,75,0.623,0.449,5,-13.333,1,0.0253,0.212,0,0.0613,0.573,84.383,Rock
Blind Melon,No Rain,217107,1992,73,0.389,0.476,9,-9.342,1,0.0316,0.619,5.09E-05,0.255,0.566,148.117,Rock
Van Halen,Panama - 2015 Remaster,210227,1984,72,0.526,0.978,8,-5.436,1,0.108,0.00122,4.75E-05,0.0744,0.451,141.167,Rock
Alice In Chains,Would? (2022 Remaster),206773,1992,72,0.297,0.842,6,-7.457,1,0.0488,0.000286,9.10E-06,0.0848,0.586,100.127,Rock
Bruce Springsteen,Born to Run,269920,1975,70,0.27,0.944,4,-4.199,1,0.0975,0.00501,2.05E-05,0.116,0.606,146.347,Rock
Nat King Cole,Unforgettable,191973,1954,69,0.349,0.182,5,-13.507,1,0.031,0.92,0.0152,0.143,0.178,136.094,Jazz
"Pyotr Ilyich Tchaikovsky, André Previn, London Symphony Orchestra","Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scene. Moderato",166867,1976,68,0.136,0.164,4,-18.756,0,0.0364,0.911,0.916,0.109,0.071,58.303,classical
"Ludwig van Beethoven, Paul Lewis","Sonata No. 14 ""Moonlight"" in C-Sharp Minor"", Op. 27 No. 2: I. Adagio sostenuto",315427,2007,68,0.184,0.00527,1,-37.264,0,0.0432,0.995,0.887,0.173,0.151,170.612,classical
"Ludovico Einaudi, Daniel Hope, I Virtuosi Italiani",Experience,315427,2013,75,0.447,0.449,2,-10.634,1,0.0376,0.934,0.961,0.0697,0.036,92.468,classical
"Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne","Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)",255916,2024,88,0.505,0.812,1,-3.986,1,0.461,0.285,0,0.444,0.664,80.09,Hip-hop
Gunna,HIM ALL ALONG,158667,2024,76,0.872,0.507,4,-6.323,0,0.072,0.195,0,0.111,0.506,130.007,Hip-hop
BigXthaPlug,Leave Me Alone,143778,2024,71,0.835,0.802,7,-4.286,1,0.243,0.0311,7.33E-06,0.0882,0.374,128.085,Hip-hop
Future,PLUTOSKI,179023,2024,73,0.794,0.533,9,-8.206,1,0.0591,0.14,2.76E-05,0.207,0.15,120.011,Hip-hop
"The Weeknd, Playboi Carti",Timeless (with Playboi Carti),256000,2024,92,0.769,0.722,11,-5.485,0,0.0507,0.0584,2.56E-06,0.111,0.57,119.973,Hip-hop
"GloRilla, Sexyy Red",WHATCHU KNO ABOUT ME (feat. Sexyy Red),149461,2024,78,0.832,0.684,1,-4.691,1,0.359,0.00449,0,0.229,0.68,166.976,Hip-hop
Lil Baby,Insecurities,127154,2024,70,0.65,0.642,2,-5.332,1,0.04,0.00502,0,0.0855,0.186,111.907,Hip-hop
NLE Choppa,Gang Baby,138180,2024,72,0.92,0.699,11,-6.635,1,0.358,0.00768,0,0.0745,0.484,129.054,Hip-hop
Don Toliver,NEW DROP,217333,2024,85,0.757,0.628,4,-6.715,0,0.101,0.189,0.0209,0.221,0.321,119.98,Hip-hop
Real Boston Richey,Help Me,181166,2024,73,0.749,0.709,6,-6.385,1,0.259,0.155,0,0.329,0.564,78.53,Hip-hop
Drake,No Face,137143,2024,78,0.853,0.69,10,-5.858,1,0.0647,0.0771,0,0.0835,0.471,125.951,Hip-hop
Future,LIL DEMON,139197,2024,77,0.863,0.754,11,-5.851,1,0.0611,0.00125,0,0.0913,0.301,131.001,Hip-hop
"Luh Tyler, BossMan Dlow",2 Slippery (feat. BossMan Dlow),159228,2024,69,0.608,0.4,1,-9.519,1,0.32,0.029,0.000327,0.119,0.089,106.682,Hip-hop
"Lil Yachty, Veeze",Sorry Not Sorry,136709,2024,70,0.662,0.509,1,-9.159,1,0.322,0.247,0,0.266,0.549,157.94,Hip-hop
Playboi Carti,ALL RED,148053,2024,81,0.76,0.663,9,-4.763,0,0.0551,0.109,0,0.305,0.209,143.082,Hip-hop
"Lil Tecca, Don Toliver",I CAN’T LET GO,150204,2024,73,0.649,0.761,8,-4.204,1,0.152,0.00694,0,0.207,0.313,147.216,Hip-hop
Lil Uzi Vert,Chill Bae,138324,2024,76,0.672,0.663,3,-5.984,1,0.243,0.112,0,0.134,0.381,184.057,Hip-hop
BigXthaPlug,2AM,184294,2024,69,0.884,0.681,8,-5.839,1,0.149,0.0439,0,0.277,0.324,114.991,Hip-hop
"Drake, Young Thug, 21 Savage",It's Up (feat. Young Thug & 21 Savage),278001,2024,76,0.783,0.723,1,-4.881,1,0.135,0.0264,0,0.159,0.294,139.942,Hip-hop
BabyChiefDoit,The Viper,150997,2024,68,0.652,0.831,10,-5.972,0,0.264,0.0111,0,0.269,0.648,139.905,Hip-hop
Latto,Brokey,217613,2024,70,0.776,0.525,1,-6.723,1,0.137,0.0366,0,0.108,0.467,75.013,Hip-hop
Rod Wave,25,180000,2024,76,0.427,0.5,0,-8.269,1,0.141,0.286,0,0.127,0.269,63.925,Hip-hop
"NLE Choppa, 41, Kyle Richh",Or What,199165,2024,77,0.731,0.586,1,-7.564,0,0.172,0.116,0,0.0987,0.147,125.845,Hip-hop
"Future, Metro Boomin, Travis Scott, Playboi Carti",Type Shit,228267,2024,84,0.64,0.552,2,-5.679,1,0.129,0.0215,0,0.119,0.112,144.941,Hip-hop
Kendrick Lamar,Not Like Us,274192,2024,88,0.898,0.472,1,-7.001,1,0.0776,0.0107,0,0.141,0.214,101.061,Hip-hop
"Tyler, The Creator, ScHoolboy Q, Santigold",Thought I Was Dead (feat. ScHoolboy Q & Santigold),207273,2024,85,0.77,0.859,10,-3.382,0,0.275,0.362,0,0.673,0.64,129.77,Hip-hop
"¥$, Playboi Carti, Don Toliver, Kodak Black",FIELD TRIP,167229,2024,72,0.731,0.685,11,-4.707,0,0.12,0.054,0,0.0865,0.458,121.991,Hip-hop
Future,TEFLON DON,159894,2024,74,0.916,0.578,11,-6.275,1,0.124,0.00349,0.00402,0.113,0.192,124.005,Hip-hop
Drake,Circadian Rhythm,126356,2024,79,0.694,0.574,1,-6.144,0,0.0483,0.193,0,0.082,0.286,146.007,Hip-hop
BigXthaPlug,The Largest,132338,2024,68,0.902,0.867,10,-3.108,0,0.225,0.0678,0,0.142,0.799,131.041,Hip-hop
Lil Uzi Vert,Light Year (Practice),164366,2024,73,0.637,0.692,1,-7.231,0,0.164,0.0153,0,0.345,0.427,140.203,Hip-hop
"Tee Grizzley, J. Cole",Blow for Blow (feat. J. Cole),210286,2024,69,0.675,0.478,1,-10.201,1,0.512,0.0731,7.80E-06,0.127,0.39,104.563,Hip-hop
"Tyler, The Creator",Rah Tah Tah,165413,2024,87,0.661,0.878,1,-4.099,1,0.31,0.00289,0,0.381,0.514,82.557,Hip-hop
Juice WRLD,Both Ways,197428,2024,73,0.726,0.396,5,-9.121,0,0.283,0.269,0,0.527,0.413,78.022,Hip-hop
Doechii,NISSAN ALTIMA,126832,2024,72,0.974,0.711,11,-5.206,0,0.194,0.0988,3.92E-05,0.0888,0.328,117.038,Hip-hop
A$AP Rocky,Tailor Swif,155391,2024,74,0.824,0.527,8,-5.506,1,0.118,0.149,0,0.368,0.212,77.499,Hip-hop
Yeat,GEEK TIMË,170188,2024,72,0.638,0.752,1,-6.227,0,0.0385,0.0066,0.734,0.17,0.242,158.042,Hip-hop
50 Cent,Many Men (Wish Death),256227,2003,71,0.654,0.826,6,-2.93,0,0.354,0.0153,0.00146,0.131,0.417,108.52,Hip-hop
Kendrick Lamar,Not Like Us,274192,2024,88,0.898,0.472,1,-7.001,1,0.0776,0.0107,0,0.141,0.214,101.061,Hip-hop
"Central Cee, Lil Baby",BAND4BAND (feat. Lil Baby),140733,2024,81,0.882,0.764,11,-5.241,1,0.204,0.359,0,0.119,0.886,140.113,Hip-hop
"Future, Metro Boomin, Travis Scott, Playboi Carti",Type Shit,228267,2024,84,0.64,0.552,2,-5.679,1,0.129,0.0215,0,0.119,0.112,144.941,Hip-hop
"41, Kyle Richh, Jenn Carter, TaTa","Bent (with Kyle Richh, Jenn Carter & TaTa)",171198,2023,68,0.848,0.632,2,-7.381,1,0.277,0.398,0,0.282,0.253,123.987,Hip-hop
Pop Smoke,Dior,216387,2019,76,0.548,0.805,7,-5.732,1,0.351,0.212,0.000405,0.408,0.649,142.096,Hip-hop
"Offset, Travis Scott",SAY MY GRACE (feat. Travis Scott),173253,2023,70,0.772,0.631,10,-5.082,1,0.0431,0.0648,0,0.129,0.433,121.854,Hip-hop
Lil Loaded,6locc 6a6y,131286,2019,69,0.871,0.702,5,-8.025,1,0.253,0.296,0,0.0912,0.675,125.089,Hip-hop
"Lil Durk, J. Cole",All My Life (feat. J. Cole),223879,2023,69,0.787,0.57,3,-5.881,1,0.225,0.0449,0,0.135,0.733,142.974,Hip-hop
"Metro Boomin, Future, Chris Brown",Superhero (Heroes & Villains) [with Future & Chris Brown],182667,2022,79,0.709,0.583,5,-5.298,0,0.204,0.138,2.97E-06,0.195,0.533,116.624,Hip-hop
King Von,Took Her To The O,196180,2020,78,0.82,0.592,1,-7.002,1,0.29,0.0149,4.71E-06,0.121,0.4,159.98,Hip-hop
Central Cee,Loading,173333,2021,70,0.85,0.68,3,-6.18,0,0.338,0.732,0,0.0964,0.694,144.006,Hip-hop
"21 Savage, Travis Scott, Metro Boomin",née-nah,220584,2024,73,0.681,0.758,1,-6.524,1,0.188,0.00465,0,0.555,0.331,165.409,Hip-hop
Chief Keef,Love Sosa,246213,2012,77,0.772,0.413,0,-8.194,0,0.0891,0.0361,0,0.111,0.211,131.964,Hip-hop
"Future, Lil Uzi Vert",Drankin N Smokin,213520,2020,70,0.752,0.658,0,-6.297,1,0.342,0.0421,0,0.0927,0.387,151.951,Hip-hop
Pop Smoke,Invincible,127547,2020,71,0.548,0.732,11,-5.652,0,0.336,0.125,0,0.269,0.612,142.791,Hip-hop
"JACKBOYS, Pop Smoke, Travis Scott",GATTI,181145,2019,69,0.594,0.676,2,-5.808,1,0.344,0.135,0,0.163,0.472,143.477,Hip-hop
"Pop Smoke, 50 Cent, Roddy Ricch",The Woo (feat. 50 Cent & Roddy Ricch),201600,2020,68,0.49,0.618,1,-5.655,1,0.104,0.0221,3.77E-06,0.259,0.286,99.7,Hip-hop
Polo G,Neva Cared,186000,2018,68,0.822,0.35,1,-12.207,0,0.574,0.0213,0,0.0757,0.346,77.528,Hip-hop
Key Glock,Mr. Glock,146880,2020,70,0.804,0.946,7,-5.949,1,0.352,0.002,0,0.359,0.745,150.141,Hip-hop
"21 Savage, Metro Boomin",Runnin,195906,2020,78,0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01,Hip-hop
King Von,Armed & Dangerous,122680,2020,72,0.696,0.592,1,-6.281,1,0.319,0.152,0,0.127,0.232,188.051,Hip-hop
Lil Yachty,Coffin,89536,2020,70,0.92,0.547,6,-4.98,0,0.272,0.0241,1.45E-06,0.0998,0.606,138.05,Hip-hop
"Lil Baby, Gunna",Ready (feat. Gunna),213287,2018,69,0.793,0.395,1,-5.578,1,0.385,0.277,1.40E-05,0.109,0.128,76.984,Hip-hop
Key Glock,Russian Cream,142498,2018,69,0.867,0.774,11,-5.791,0,0.315,0.11,0,0.157,0.549,130.007,Hip-hop
"Drake, Lil Baby",Wants and Needs (feat. Lil Baby),192956,2021,73,0.578,0.449,1,-6.349,1,0.286,0.0618,2.17E-06,0.119,0.1,136.006,Hip-hop
"Drake, 21 Savage",Jimmy Cooks (feat. 21 Savage),218365,2022,80,0.529,0.673,0,-4.711,1,0.175,0.000307,2.41E-06,0.093,0.366,165.921,Hip-hop
King Von,"Crazy Story, Pt. 3",191399,2019,75,0.729,0.73,11,-5.14,0,0.261,0.00165,4.33E-05,0.118,0.41,156.953,Hip-hop
Lil Baby,Pure Cocaine,154024,2018,77,0.964,0.487,10,-6.071,0,0.421,0.00127,6.07E-06,0.115,0.108,127.05,Hip-hop
Key Glock,Ambition For Cash,143480,2021,73,0.841,0.732,7,-5.186,0,0.19,0.0115,2.18E-05,0.136,0.576,149.012,Hip-hop
"Baby Keem, Kendrick Lamar",family ties (with Kendrick Lamar),252262,2021,79,0.711,0.611,1,-5.453,1,0.33,0.00588,0,0.23,0.144,134.093,Hip-hop
"21 Savage, Metro Boomin",Glock In My Lap,193591,2020,80,0.847,0.733,10,-6.439,0,0.16,0.00574,1.04E-05,0.151,0.202,130.029,Hip-hop
"Lil Durk, Lil Baby, Polo G",3 Headed Goat (feat. Lil Baby & Polo G),169532,2020,68,0.846,0.48,8,-8.618,0,0.359,0.269,0,0.0989,0.419,143.029,Hip-hop
"Lil Tjay, Offset, Moneybagg Yo",Run It Up (feat. Offset & Moneybagg Yo),232048,2021,71,0.88,0.575,6,-6.091,1,0.163,0.415,0,0.109,0.671,120.031,Hip-hop
"DJ Khaled, Lil Baby, Lil Durk",EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),236524,2021,70,0.477,0.727,2,-4.053,1,0.286,0.000866,0,0.108,0.227,150.062,Hip-hop
Drake,Sticky,243228,2022,68,0.853,0.495,6,-14.63,1,0.14,0.0917,0.000217,0.0844,0.0774,137.027,Hip-hop
Future,Mask Off,204600,2017,81,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,Hip-hop
Lil Baby,On Me,135960,2020,70,0.856,0.564,6,-6.295,0,0.392,0.00327,0,0.134,0.483,77.972,Hip-hop
Kendrick Lamar,N95,195950,2022,75,0.79,0.67,1,-5.527,1,0.105,0.377,2.32E-06,0.119,0.408,139.956,Hip-hop
"21 Savage, Metro Boomin, Young Thug",Rich Nigga Shit (feat. Young Thug),190331,2020,75,0.825,0.733,1,-5.625,0,0.0969,0.349,0,0.112,0.62,97.974,Hip-hop
"JID, 21 Savage, Baby Tate",Surround Sound (feat. 21 Savage & Baby Tate),229938,2022,78,0.574,0.567,7,-7.126,0,0.465,0.164,0,0.258,0.526,75.965,Hip-hop
Future,Mask Off,204600,2017,81,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,Hip-hop
"Matuê, Veigh",Imagina esse Cenário,155368,2024,75,0.583,0.665,1,-3.885,1,0.18,0.314,0,0.112,0.463,94.329,Hip-hop
"Lil Baby, Drake",Yes Indeed,142273,2018,75,0.963,0.346,5,-9.309,0,0.53,0.0355,0,0.108,0.562,119.957,Hip-hop
"Duki, Wiz Khalifa, Arcángel",Wake Up & Bake Up,206031,2024,72,0.797,0.577,1,-5.617,1,0.195,0.0174,0,0.301,0.17,148.107,Hip-hop
"Teto, Matuê",M4,170000,2021,68,0.88,0.59,8,-4.709,0,0.204,0.08,0,0.184,0.723,119.97,Hip-hop
"Trap Capos, Noriel, Anuel AA, Baby Rasta",Diablita (feat. Anuel AA & Baby Rasta),213613,2016,70,0.807,0.631,8,-4.883,1,0.111,0.407,0,0.117,0.126,129.902,Hip-hop
Chief Keef,Love Sosa,246213,2012,77,0.772,0.413,0,-8.194,0,0.0891,0.0361,0,0.111,0.211,131.964,Hip-hop
"Night Skinny, Nerissima Serpe, Papa V",Tessera sanitaria (feat. Nerissima Serpe & Papa V),204668,2024,69,0.513,0.822,1,-4.51,1,0.383,0.14,0,0.11,0.768,165.946,Hip-hop
"Migos, Lil Uzi Vert",Bad and Boujee (feat. Lil Uzi Vert),343150,2017,70,0.926,0.666,11,-5.314,1,0.244,0.0611,0,0.123,0.168,127.079,Hip-hop
"Young Stoner Life, Young Thug, Meek Mill, T-Shyne",That Go! (feat. T-Shyne),226400,2021,72,0.713,0.575,1,-6.706,1,0.0501,0.00669,0,0.169,0.189,145.95,Hip-hop
"Arcángel, Bad Bunny",Me Acostumbre (feat. Bad Bunny),263288,2017,68,0.808,0.586,10,-7.242,0,0.169,0.641,0,0.14,0.568,124.041,Hip-hop
"Future, Metro Boomin, Kendrick Lamar",Like That,267707,2024,83,0.814,0.676,11,-4.67,0,0.231,0.00709,1.28E-05,0.119,0.312,162.012,Hip-hop
Matuê,Castlevania,230182,2024,70,0.616,0.928,9,-2.34,0,0.043,0.0168,0,0.156,0.23,109.966,Hip-hop
